Name,Platform,Critic_Score,User_Score
Iron Man 2,Wii,5.5,
NBA Live 06,GC,9,
Fate/Extra,PSP,,
Fireball,2600,,
Football Manager 2017,PC,8,5.2
Buzz! The Ultimate Music Quiz,PS3,,
Dr. Mario / Puzzle League,GBA,7.5,
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,,
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,,
Major League Baseball 2K6,XB,7.3,
Pinball Hall of Fame: The Gottlieb Collection,PS2,,
EA Playground,DS,7,
Harry Potter and the Deathly Hallows - Part 2,PS3,,
Discovery Kids: Puppy Playtime,DS,,
Style Lab: Jewelry Design,DS,,
Medal of Honor: Warfighter,PC,5.5,5.4
The Witcher: Enhanced Edition,PC,8.3,
NCAA Basketball 10,X360,7.8,
Final Fantasy XI: Wings of the Goddess,X360,6.5,
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,,
Elebits,Wii,7.3,
Nicktoons: Movin,PS2,,
Silent Hill: Downpour,X360,4.5,
Power Rangers Samurai,Wii,,
One Piece: Romance Dawn,PSP,,
SWAT: Global Strike Team,PS2,6.6,
Battlestations: Pacific,X360,7.7,
Championship Bass,PS,7.1,
Golden Axe: Beast Rider,PS3,4.5,
And Yet It Moves,PC,8,
Dead Rising 2: Off the Record,PS3,7.1,
Drakengard 3,PS3,,
The Black Eyed Peas Experience,X360,6,
Silent Hill HD Collection,PS3,9,
DiRT 2,PSP,,
Ben 10 Ultimate Alien: Cosmic Destruction,DS,,
NHL Breakaway 98,N64,,
Bratz: Girlz Really Rock,DS,,
Marvel: Ultimate Alliance 2,Wii,5.6,
Hatsune Miku: Project Diva F 2nd,PSV,8.1,8.5
Momotarou Dentetsu 20-Shuunen,DS,,
Kinetica,PS2,8,
Eternal Sonata,X360,7.9,
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,7,
Wipeout 2,Wii,,
Bust-A-Move '99,PS,7.7,
NBA Street V3,XB,9.4,
Pony Friends 2,DS,,
My Baby: First Steps,DS,,
Dragon Quest Monsters 1?ú2,PS,,
Kurushi Final: Mental Blocks,PS,,
Operation Flashpoint: Red River,PS3,6.8,
Dead Space 2,PC,8.9,8.4
Army of Two: The 40th Day,PSP,4.8,
God Mode,PC,6.7,6.8
F1 Race Stars,PS3,5.2,
OverBlood,PS,,
Borderlands: The Pre-Sequel,PC,7.5,6.3
ESPN X-Games Pro Boarder,PS,,
LEGO The Incredibles,XOne,7.4,6.9
Power Rangers Samurai,DS,,
Battlefleet Gothic: Armada,PC,7.7,7.4
FIFA Street 3,PS3,6.7,
Harvest Moon: Back to Nature,PS,7.5,
Overlord II,X360,6,
Naruto: Ultimate Ninja (JP sales),PS2,,
Dance Dance Revolution Universe,X360,8.7,
Final Fantasy XI: Online,PS2,8.4,
Madden NFL 09,DS,7,
MLB 07: The Show,PS3,7.7,
Bleach: Shattered Blade,Wii,5.3,
Beautiful Katamari,X360,7.3,
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,,
Vin Diesel: Wheelman,PS3,6.9,
Darkwatch,PS2,7.6,
Chibi-Robo! Zip Lash,3DS,5.5,6.8
Tony Hawk's American Wasteland,X360,8.2,
The Bridge,PC,,
LEGO Marvel's Avengers,WiiU,,
Prince of Persia: The Sands of Time,GC,9,
Sky Odyssey,PS2,9,
Folklore,PS3,7.5,8.7
Zeno Clash,PC,8.4,
Nagano Winter Olympics 98,N64,,
Rayman 2: The Great Escape,PS,8.7,
Kirby's Block Ball,GB,,
South Park: The Fractured But Whole,PC,8.1,6.7
Fortress,GBA,6.6,
FIFA 2001 Major League Soccer,PS,,
Karaoke Revolution Presents American Idol Encore 2,Wii,5.3,
Rally Cross,PS,7,
Frogger's Adventures: The Rescue,PS2,5.5,
Extreme Pinball,PS,,
Karaoke Revolution Volume 3,PS2,,
Phineas and Ferb: Across the 2nd Dimension,PS3,6.8,
The Jackbox Party Pack 3,PC,,
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,,
Street Fighter Alpha 2,SAT,8.1,
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,,
Spintires: MudRunner,PC,7.7,7.5
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,,
Ultimate Fighting Championship: Throwdown,PS2,,
SpongeBob SquarePants: Double Pack,GBA,,
Tetris 2 + Bombliss,NES,,
"Carnival Games: Monkey See, Monkey Do!",X360,,
Disney's Extreme Skate Adventure,PS2,7.8,
Rock Band Country Track Pack,PS2,,
WipEout Pulse,PSP,8.2,
Farming Simulator 19,XOne,,
Prey,X360,8.2,
"Ed, Edd n Eddy: Jawbreakers!",GBA,5,
F1 2016,PC,8.6,7.7
Dragster,2600,,
Frankenstein's Monster,2600,,
BlazBlue: Chrono Phantasma,PS3,,
Riven: The Sequel to Myst,PS,7,
Derby Stallion DS,DS,,
Cabela's Dangerous Hunts 2011,X360,,
The Darkness II,PS3,8,
Cars 3: Driven to Win,NS,5.9,5.3
The Biggest Loser,DS,6.8,
NBA 2K3,XB,8.9,
Batman: Arkham Origins,WiiU,7.8,
Dragon Ball Z: Battle of Z,PS3,6.6,
Dragon Quest Monsters: Battle Road Victory,Wii,,
Shin Momotarou Densetsu,SNES,,
From TV Animation One Piece: Grand Battle! 3,PS2,,
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,,
Bigfoot: Collision Course,Wii,2.1,
Sega Smash Pack,GBA,,
All-Star Baseball 2005,PS2,7.9,
Marvel Nemesis: Rise of the Imperfects,PSP,6.8,
The Conveni: Ano Machi wo Dokusen Seyo,PS,,
Shin Super Robot Taisen Special Disk,PS,,
Live A Live,SNES,,
NFL Fever 2004,XB,7.5,
Madden NFL 2002,GBA,7.8,
UEFA Euro 2008 Austria-Switzerland,PS2,,
Test Drive Unlimited,X360,8,
Singularity,X360,7.7,
Birthday Party Bash,Wii,,
Kingdom Under Fire: The Crusaders,XB,8.2,
Goosebumps HorrorLand,DS,,
4x4 Evolution,PS2,,
Clive Barker's Jericho,X360,5.8,
LEGO The Lord of the Rings,PSV,3.8,5.6
Overlord II,PS3,6,
Momotarou Dentetsu Happy,SNES,,
Power Rangers: Time Force,PS,,
Payday 2,PS4,6.5,
Romance of the Three Kingdoms VII,PS2,8.5,
Atom Zombie Smasher,PC,7.2,7.1
Chicken Blaster,Wii,,
Littlest Pet Shop: City Friends,DS,,
BlazBlue: Continuum Shift,X360,8.6,
DJ Hero,PS2,8.3,
"Monsters, Inc.",PS2,2.9,
Rugby World Cup 2011,PS3,4.5,
Quiz Magic Academy DS,DS,,
Crash of the Titans,X360,6.6,
Dynasty Warriors 4 Empires,PS2,,
Shenmue II,XB,7.9,
Heart of Darkness,PS,7.8,
Virtua Striker 2,DC,,
Little Deviants,PSV,6,5.5
Shin Megami Tensei: Devil Survivor 2,DS,,
LUFTRAUSERS,PC,,
Etrian Odyssey III: The Drowned City,DS,7.3,
Shrek the Third,PSP,6,
WarCraft II: The Dark Saga,PS,7.3,
1001 Touch Games,DS,,
METRO Redux,XOne,,
MonHun Nikki: Poka Poka Ailu Mura G,PSP,,
Harry Potter and the Half-Blood Prince,X360,7.7,
Senran Kagura Shinovi Versus,PSV,6.7,7.8
Crash Nitro Kart,XB,7.4,
Monster Lab,Wii,7.9,
NBA ShootOut,PS,6,
Bust-A-Move Universe,3DS,5.6,4.8
Jikkyou Powerful Pro Yakyuu 14,PS2,,
Fishing Master,Wii,5.5,
Ultimate Marvel vs. Capcom 3,PSV,8,7.8
Peppa Pig: Theme Park Fun,DS,,
Madden NFL 2004,GBA,,
Digimon World: Dawn / Dusk,DS,,
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,,
Manhunt 2,PSP,7.5,
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,,
Mario Golf,GB,,
Pandora's Tower,Wii,7,
Sonic Boom: Rise of Lyric,WiiU,3.7,3.5
Sesame Street: Elmo's Letter Adventure,PS,,
Catherine,X360,7.9,
NBA Inside Drive 2003,XB,8.2,
FIFA Street,PS2,,
Namco Museum: Virtual Arcade,X360,7,
Monsters vs. Aliens,PS3,,
Sniper Elite III,PS3,,
Jampack: Summer 2003 (RP-M),PS2,,
Alone in the Dark: One-Eyed Jack's Revenge,PS,,
Yu-Gi-Oh! The Dawn of Destiny,XB,5,
The Matrix: Path of Neo,XB,6.7,
Mega Man Maverick Hunter X,PSP,7.9,
Modnation Racers: Road Trip,PSV,,
Mortal Kombat: Shaolin Monks,XB,8,
7 Wonders II,DS,,
Einh??nder,PS,,
Tiny Toon Adventures: The Great Beanstalk,PS,,
Foto Frenzy: Spot The Diffrence,DS,,
Clash of the Titans: The Videogame,PS3,,
My Horse & Me,Wii,,
The Legend of Spyro: Dawn of the Dragon,X360,7.3,
Dragon Quest Builders: Revive Alefgard,PSV,,
Fuel,X360,6.6,
Armored Core: Silent Line,PS2,,
SD Gundam G Generation Wars,PS2,,
Dr. Seuss: How the Grinch Stole Christmas,DS,,
Panzer Dragoon II Zwei,SAT,,
KISS Pinball,PS,3,
Brothers In Arms: Earned In Blood,XB,,
Dark Void,X360,6.1,
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,,
Super Robot Taisen Complete Box,PS,,
Gold's Gym: Cardio Workout (Others sales),Wii,,
The LEGO Movie Videogame,PSV,,
XCOM 2,PC,8.8,7.2
SimAnimals,Wii,5.3,
UEFA Euro 2016,PS4,,
Barbie as The Island Princess,DS,5.5,
Happy Feet,DS,5,
Animal Crossing,N64,,
Bass Hunter 64,N64,6,
DmC Devil May Cry: Definitive Edition,PS4,,
Goemon's Great Adventure,N64,8,
Hot Wheels Turbo Racing,N64,,
Jikkyou Powerful Pro Yakyuu 4,N64,,
Vigilante 8,N64,8.2,
Warriors Orochi 4,NS,8.5,6.5
Hitman,XOne,,
MySims SkyHeroes,DS,,
Major League Baseball 2K8,PS3,7.2,
Might & Magic: Clash of Heroes,PC,,8
SingStar Take That,PS3,,
J-League Winning Eleven 2007: Club Championship,PS2,,
Star Wars Jedi Knight II: Jedi Outcast,XB,8.8,
Mega Man Battle Network 2,GBA,8.5,
Mega Man Zero Collection,DS,7.5,
Lord of the Rings: Battle for Middle-Earth,X360,,
Lego Batman 3: Beyond Gotham,PSV,,
Mountain King,2600,,
Tiger Woods PGA Tour 06,X360,6.9,
Jampack Volume 12,PS2,,
Shaun White Snowboarding,PS2,6.2,
Devil Summoner: Soul Hackers,SAT,,
Shrek's Carnival Craze Party Games,Wii,,
The Incredible Hulk,Wii,5.7,
Sonic Mania,PS4,8.6,8.4
J Stars Victory Vs.,PS4,,
Demolition Racer,PS,7.8,
Midway Arcade Treasures 2,XB,8,
Final Fantasy IV,PS,,
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,7.6,
NASCAR Thunder 2003,GC,8.8,
SD Gundam G Generation: Overworld,PSP,,
Mercenary Kings,PC,8,6.5
XCOM 2,PS4,8.7,7.3
The Jackbox Party Pack,PC,,
NHL FaceOff 2000,PS,6.8,
Jonah Lomu Rugby Challenge,X360,7,
Star Wars Racer Revenge,PS2,7.8,
Cabela's Outdoor Adventures (2009),Wii,,
Spider-Man 3,PSP,5.3,
NCAA Final Four 2002,PS2,6,
TRON: Evolution,X360,,
LEGO Ninjago: Shadow of Ronin,3DS,,
Calvin Tucker's Redneck Jamboree,Wii,3.4,
South Park: Chef's Luv Shack,PS,3.1,
Music Maker,PS2,,
Slot Machine,2600,,
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,,
Dynasty Warriors 8: Xtreme Legends,PS4,,
Astroblast,2600,,
40 Winks,PS,5.5,
Blade II,PS2,4.9,
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,,
The Settlers 7: Paths to a Kingdom,PC,7.8,
Math Play,DS,3,
Blackguards,PC,7.8,7.1
A Collection of Intellivision Classic Games,PS,4.3,
Star Wars Episode III: Revenge of the Sith,DS,7.3,
Silent Hill: Shattered Memories,PSP,7.8,
Her Story,PC,8.7,6
Bruce Lee: Quest of the Dragon,XB,3.9,
Spin Jam,PS,7,
KuruKuru Kururin,GBA,7.2,
Disney's The Emperor's New Groove,PS,,
NBA Live 08,PSP,6.8,
Disney's Stitch: Experiment 626,PS2,,
RPG Tsukuru 2,SNES,,
Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,,
Orphen: Scion of Sorcery,PS2,,
NASCAR 2011: The Game,X360,6,
Shrek: Forever After,DS,,
Ultimate Spider-Man,GBA,,
F1 2013,X360,8,
Resident Evil: Revelations 2,PS3,,
Contra 4,DS,8.1,
Shrek Swamp Kart Speedway,GBA,3,
The King of Fighters XIII,PS3,7.8,
Def Jam Rapstar,X360,7.4,
Gameboy Gallery,GB,,
Virtua Cop 2,SAT,,
Ehrgeiz,PS,6.7,
Sword Art Online: Hollow Fragment,PSV,6.7,7.6
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,,
Spyro: Attack of the Rhynocs,GBA,,
"Army Men World War: Land, Sea, Air",PS,,
2nd Super Robot Wars Original Generation,PS3,,
Madagascar,DS,6.3,
Naruto: Ninja Destiny (US sales),DS,,
Tom Clancy's Splinter Cell 3D,3DS,8,5.7
Magic 2015 - Duels of the Planeswalker,PC,,
Battlefield: Hardline,X360,,
Jumping Flash!,PS,7.5,
Karaoke Revolution Party,PS2,7.7,
Burnout,GC,7.7,
Cities: Skylines,PS4,,
Lizzie McGuire 3: Homecoming Havoc,GBA,,
Lumines ll,PSP,8,
Chaos Legion,PS2,6.2,
Charlie and the Chocolate Factory,GBA,,
Neopets: The Darkest Faerie,PS2,6.5,
Blazing Heroes,SAT,,
Rhythm Tengoku,GBA,,
Monopoly for Nintendo Switch,NS,5.3,
NBA 2K19,NS,,
Super Robot Taisen W,DS,,
Cart World Series,PS,7,
Sing Party,WiiU,6.8,
24: The Game,PS2,4.2,
The Dukes of Hazzard II: Daisy Dukes It Out,PS,4.5,
Pro Evolution Soccer 2013,X360,8.5,
Famista '91,NES,,
Tom Clancy's Rainbow Six: Siege,PC,,
LEGO Marvel's Avengers,3DS,,
Super Robot Taisen OG: Original Generations Gaiden,PS2,,
PowerUp Heroes,X360,4,
Decathlete,SAT,,
My Hero One's Justice,PS4,6.8,7.5
Looney Tunes: Duck Amuck,DS,6.4,
Resident Evil Archives: Resident Evil,Wii,7.6,
Magna Carta 2,X360,6.6,
LEGO City Undercover,XOne,7.7,6.8
Jonas,DS,4,
Romance of the Three Kingdoms VIII,PS2,9,
Stranglehold,PS3,,
Fossil Fighters (JP sales),DS,,
Daikaijyuu Monogatari,SNES,,
Hard Hitter Tennis,PS2,4,
Sorcery,PS3,7.5,
Stronghold 2,PC,6.7,
Monster Truck Madness 64,N64,5.5,
Quake II,N64,8.2,
Shovel Knight,WiiU,9,8.4
Terraria,X360,7.8,
VA-11 HALL-A,PC,8.4,
Warcraft: Orcs & Humans,PC,,
SoulCalibur VI,XOne,8.4,4.7
Kingdom Rush,PC,,
The Jackbox Party Pack 2,PC,,
Crazy Taxi: Catch a Ride,GBA,4.8,
Imagine: Family Doctor,DS,,
Nounai Aeshe: IQ Suppli DS,DS,,
Macross Digital Mission VF-X,PS,,
Rayman 2: Revolution,PS2,8.7,
Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,,
Super Bomberman 5,SNES,,
Army Men: Air Attack 2,PS,8.2,
Saint Seiya: Soldiers' Soul,PS4,5.9,7.2
Devil May Cry 4,PC,7.5,
Invizimals: Shadow Zone,PSP,,
NBA Live 2003,GC,8.4,
Pride FC: Fighting Championships,PS2,8,
Eternal Ring,PS2,6.5,
Dragon Force,SAT,9,
Dynasty Warriors 6,X360,6.2,
LEGO DC Super-Villains,XOne,7.2,7
WWE 2K17,X360,,
Dance Dance Revolution Universe 3,X360,,
Final Fantasy Type-0 HD,XOne,7.2,8.3
Winning Post 2,SNES,,
Star Gladiator Episode: I Final Crusade,PS,,
Call of Duty: Black Ops 3,PC,,
The Smurfs: Dance Party,Wii,,
Just Dance 2018,PS4,7.5,5.9
Showdown: Legends of Wrestling,PS2,5.9,
Squinkies,DS,,
Far East of Eden Zero,SNES,,
Wacky Races: Crash & Dash,Wii,,
Rapala Pro Bass Fishing 2010,Wii,,
Full Spectrum Warrior,PS2,8.5,
Starhawk,PS3,,
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,,
Fist of the North Star: Ken's Rage 2,PS3,5,
Sonic & Sega All-Stars Racing Transformed,3DS,,
The Sims 2: Pets,PS2,7.7,
FIFA 15,PC,7,4.3
Angry Birds: Star Wars,PS3,,
Power Pro Kun Pocket 6,GBA,,
Power Pro Kun Pocket 10,DS,,
The Suite Life of Zack & Cody: Circle of Spies,DS,,
Shaun White Snowboarding: World Stage,Wii,7.2,
Finding Nemo: The Continuing Adventures,GBA,8,
MySims Party,DS,6.4,
Spirit: Stallion of the Cimarron,GBA,,
Shrek the Third,DS,7,
Future Cop L.A.P.D.,PS,,
Hamster Tarou,GB,,
Capcom Classics Collection Remixed,PSP,7.7,
Shark Tale,GC,7,
Radiant Historia,DS,8.5,
Guitar Hero: Van Halen,X360,6.2,
MLB SlugFest Loaded,PS2,,
Batman: The Brave and the Bold the Videogame,DS,7.5,
Dreamworks Madagascar Kartz,PS3,,
Pit People,PC,7.8,7.8
Teenage Mutant Ninja Turtles,XB,5.3,
Phineas and Ferb Ride Again,DS,,
Sniper Elite 4,XOne,8.1,7.4
FIFA 13,3DS,,
I Spy: Spooky Mansion,Wii,,
N3: Ninety-Nine Nights,X360,6.3,
Syphon Filter: Dark Mirror,PSP,8.5,
Bejeweled 3,PC,8.1,
AMF Bowling 2004,XB,5,
Harry Potter and the Order of the Phoenix,X360,7.6,
Scooby-Doo! Night of 100 Frights,GC,6.1,
MySims SkyHeroes,Wii,6.4,
The Walking Dead: Season Two,PS4,,
Imagine: Makeup Artist,DS,,
Sword Art Online: Fatal Bullet,PS4,6.4,7.2
Spider-Man: Friend or Foe,X360,5.9,
RealSports Boxing,2600,,
Grandia II,PS2,7.4,
Lego Star Wars: The Force Awakens,WiiU,,
Front Mission Evolved,PS3,6,
Fable: The Journey,X360,7.2,
Need for Speed Underground,GBA,7.9,
Power Pro Kun Pocket 4,GBA,,
Naruto to Boruto: Shinobi Striker,PS4,8.5,5.6
Rabbids: Alive & Kicking,X360,,
Guardian Heroes,SAT,,
WWII Aces,Wii,4.5,
Glory of Heracles,DS,6.8,
Outlaw Golf,XB,7.2,
Mini Ninjas,X360,8,
ExerBeat,Wii,,
Gears of War Triple Pack,X360,,
Little King's Story,Wii,8.5,9
Fisherman's Bait 2: Big Ol' Bass,PS,8,
Lupin the 3rd: Treasure of the Sorcerer King,PS2,6.7,
Yooka-Laylee,PS4,6.8,6.2
Call of Juarez: The Cartel,PS3,5.4,
NES Remix,WiiU,8,7.2
Ben 10 Alien Force: Vilgax Attacks,PS2,,
Nicktoons: Battle for Volcano Island,DS,,
NBA Street V3,GC,9.4,
WinBack: Covert Operations,PS2,7.3,
Assassin's Creed IV: Black Flag,WiiU,8.5,
Shrek: Forever After,Wii,,
X-Men Legends II: Rise of Apocalypse,PSP,8.5,
Dynasty Warriors: Strikeforce,PS3,6.8,
Strider (2014),PC,,
Kagero: Deception II,PS,8.5,
Up,X360,6.5,
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,,
Harvest Moon: Magical Melody,Wii,6.3,
Alvin and the Chipmunks: The Squeakquel,DS,,
NBA Live 06,X360,6.5,
Kenka Bancho: Badass Rumble,PSP,7,
FlatOut: Head On,PSP,7.3,
J-League Victory Goal '96,SAT,,
Talon Man Remastered,Amig,,9
Zoo Tycoon 2 DS,DS,6.9,
TouchMaster: Connect,DS,,
Jeopardy! 2nd Edition,PS,7,
SD Gundam G Century,PS,,
Wanted: Weapons of Fate,PS3,6.2,
Ratchet & Clank: Size Matters,PS2,,
Just Dance 2017,NS,6.5,5.2
NieR,X360,6.4,
Ace Combat: Joint Assault,PSP,7,
Atelier Iris 3: Grand Phantasm (US Sales),PS2,6.1,
Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,,
Imagine: Fashion Designer World Tour,DS,,
From TV Animation One Piece: Treasure Battle!,GC,,
NHL 19,XOne,8.2,6.7
Sonic Adventure DX: Director's Cut,PC,,
Dolphin,2600,,
Area 51,XB,8,
Karaoke Revolution Glee: Volume 3,Wii,,
Just Dance Wii 2,Wii,,
The Godfather: Dons Edition,PS3,,
Prince of Persia: Rival Swords,Wii,7,
Hamster Club 4: Shigessa Daidassou,GBA,,
The Chronicles of Riddick: Assault on Dark Athena,X360,8.2,
John Deere: Harvest in the Heartland,DS,3,
Mega Man X8,PS2,7.3,
Ford Mustang: The Legend Lives,PS2,,
Phoenix Wright: Ace Attorney: Spirit of Justice,3DS,8.1,
Fast Food,2600,,
Trace Memory,DS,6.5,
Sesame Street: Cookie's Counting Carnival,Wii,,
Jikkyou Powerful Pro Yakyuu 8,PS2,,
Forsaken 64,N64,8.3,
Hatsune Miku: Project Diva Extend,PSP,,
Jeremy McGrath Supercross 2000,N64,4.9,
Ken Griffey Jr.'s Slugfest,N64,7.9,
Supercross 2000,N64,,
The New Tetris,N64,8.8,
Top Gear Overdrive,N64,8,
War Gods,N64,4.3,
Xena: Warrior Princess - The Talisman of Fate,N64,,
Duel Masters: Sempai Legends,GBA,7.1,
Trauma Center: New Blood,Wii,7.5,
Marvel Super Hero Squad,PS2,5.8,
Heroes of the Pacific,PS2,8.1,
The BIGS 2,Wii,6.3,
The Lord of the Rings: The Third Age,GC,7.9,
Nicktoons: Battle for Volcano Island,GC,,
Sonic Boom: Shattered Crystal,3DS,3.8,6
LEGO Harry Potter: Years 5-7,PSP,,
Mah Jong Quest: Expeditions,DS,7.9,
Madden NFL 08,XB,7.9,
Overcooked! 2,NS,8.4,8
DX Game of Life,PS,,
Alien: Isolation,X360,,
Pirates of the Caribbean,XB,7.5,
RPG Maker,PS,8.2,
Mass Effect Trilogy,PC,,
The Punisher,XB,,
The Legend of Legacy,3DS,6,7.1
Turning Point: Fall of Liberty,X360,5,
Majin and the Forsaken Kingdom,PS3,7,
MLB Pennant Race,PS,5,
Monkey Island 2 Special Edition: LeChuck's Revenge,PC,,
Disgaea 3: Absence of Detention,PSV,7.8,7.6
Cars 3: Driven to Win,PS4,7.2,5.9
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,,
The Sims 2,PC,8.9,
MLB Power Pros,Wii,8.5,
Shrek Super Party,PS2,2.9,
Aragami,PC,7.1,7.2
"Sakura Wars 4: Koi Seyo,Otome",DC,,
"Sakura Wars: So Long, My Love",PS2,8.8,
Dynasty Tactics,PS2,7.6,
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,,
Skylanders Imaginators,X360,,
Sengoku Basara: Samurai Heroes,Wii,6,
Snowboarding,PS,,
Warriors Orochi 2,PSP,5.3,
Puzzle Quest: Challenge of the Warlords,Wii,7,
Metal Gear Solid V: The Definitive Experience,PS4,,
Army of Two: The Devil's Cartel,PS3,5,
Learn with Pokemon: Typing Adventure,DS,,
Dragon Ball Heroes: Ultimate Mission,3DS,,
007 Legends,X360,4.5,
Dead Rising: Chop Till You Drop,Wii,6.7,7.2
Surf's Up,PS2,,
Looney Tunes Racing,PS,8.4,
Feel the Magic XY/XX,DS,7.7,
Final Fantasy X-2: International + Last Mission,PS2,,
One Piece Unlimited World: Red,PS3,,
Ever Oasis,3DS,8.1,8.1
Namco Museum Vol.2,PS,,
Neopets Puzzle Adventure,DS,7.6,
Worms: WMD,PC,,
Rayman 3: Hoodlum Havoc,PS2,7.4,
Rivals of Aether,PC,,
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,,
Psi-Ops: The Mindgate Conspiracy,PS2,8.5,
Tomba! 2: The Evil Swine Return,PS,,
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,,
BeatMania Append 4thMix: The beat goes on,PS,,
Rock Revolution,X360,3.6,
Romance of the Three Kingdoms III: Dragon of Destiny,SNES,,
NASCAR 08,X360,5,
Just Cause 4,XOne,7,6.1
Dragon Ball Z: Budokai Tenkaichi 2,Wii,,
Purr Pals,Wii,,
Sherlock Holmes: Crimes & Punishments,PS4,7.3,7.2
Power Pro Kun Pocket 11,DS,,
Sonic Forces,XOne,6.2,7.2
Culdcept,3DS,,
Spyro: A Hero's Tail,GC,6.4,
Sesame Street: Elmo's A-to-Zoo Adventure,DS,,
Links 2004,XB,7.5,
PGA Tour 97,PS,,
Tony Hawk: Shred,PS3,,
Earthworm Jim,GBA,7.2,
Tales of Phantasia,GBA,7,
The Golden Compass,PS3,4.3,
Bratz: Super Babyz,DS,4,
Baby Pals,DS,4,
Monster 4x4: Masters of Metal,PS2,,
SingStar Country,PS2,7.4,
Jewel Quest Mysteries: Curse of the Emerald Tear,DS,,
VMX Racing,PS,5,
Hot Shots Golf: World Invitational,PS3,,
Disney's Extreme Skate Adventure,GBA,6.6,
Harvest Moon DS Cute (US sales),DS,,
Dragon Ball GT: Transformation,GBA,7.7,
Super Fire ProWrestling X,SNES,,
Tales of Berseria,PC,8,6.3
Junior Brain Trainer 2,DS,,
International Superstar Soccer,SNES,,
NBA 2K12,PSP,,
Tigger's Honey Hunt,PS,6.5,
The Warriors,XB,8.7,
Shadow Hearts,PS2,7,
Bladestorm: The Hundred Years' War,PS3,6.5,
Assassin's Creed II: Discovery,DS,7.3,
Haven: Call of the King,PS2,7.4,
Street Hoops,XB,6.7,
Disney Channel: All Star Party,Wii,,
Dark Souls II: Scholar of the First Sin,XOne,8.9,7.7
Yu-Gi-Oh! Double Pack,GBA,,
X-Men: Reign of Apocalypse,GBA,7,
Star Trek Bridge Crew,PS4,,
R: Racing Evolution,PS2,6.8,
Netsu Chu! Pro Yakyuu 2003,PS2,,
Next Hatsune Miku: Project Diva,PS3,,
ATV Quad Power Racing 2,GC,6.5,
Digimon Adventure: Anode Tamer,WS,,
DeathSmiles,X360,8,
Fantastic 4: Flame On,GBA,,
World of Tanks,PC,7.8,3.6
Marvel Nemesis: Rise of the Imperfects,XB,5.1,
All Star Cheer Squad,DS,,
The King of Fighters '95,SAT,,
Pirates of the Caribbean: Dead Man's Chest,PSP,4.3,
F/A-18F Super Hornet,GBA,,
Final Fantasy VI Advance,GBA,9.1,
Hatoful Boyfriend,PC,6.8,7.3
Polaris,2600,,
WarioWare Gold,3DS,8.1,7.9
Reel Fishing: Angler's Dream,Wii,,
Viewtiful Joe,PS2,9.1,
Triple Play 2000,N64,5.4,
Yakuza Kenzan!,PS3,,
Moshi Monsters: Moshlings Theme Park,3DS,,
How to Train Your Dragon 2,3DS,,
Bratz Ponyz,DS,6,
Guitar Hero: Van Halen,Wii,5,
Arcade Hits: Frisky Tom,PS,,
Medieval Moves: Deadmund's Quest,PS3,7,
SAW,X360,6.2,
Shrek the Third,Wii,6,
Harry Potter and the Sorcerer's Stone,PS2,6.4,
Kung Zhu,DS,,
Unreal Championship 2: The Liandri Conflict,XB,9.3,
Kung Fu Chaos,XB,7,
Ben 10 Ultimate Alien: Cosmic Destruction,Wii,,
Mega Man: Dr. Wily's Revenge,GB,,
Transformers: Dark of the Moon,X360,6.5,
Godzilla: Domination!,GBA,4.7,
The Heavy Rain and Beyond: Two Souls Collection,PS4,,
El Shaddai: Ascension of the Metatron,PS3,8,
Operation Flashpoint: Red River,X360,7,
Famista '92,NES,,
Tales of the World: Radiant Mythology 3,PSP,,
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,,
Jackass the Game,PS2,,
Mega Man II,GB,,
